Coaster_Name,Length,Speed,Location,Status,Manufacturer,Height_Restriction,Year_Introduced,latitude,longitude,Type_Main,Opening_Date,speed_mph,height_ft,Inversions,Gforce
Corkscrew (Alton Towers),"2,460 ft (750 m)",40 mph (64 km/h),Alton Towers,Removed,Vekoma,120,1980,52.9847,-1.8904,Other,1980-04-04,40.0,,2,3.1
Corkscrew (Valleyfair),"1,950 ft (590 m)",50 mph (80 km/h),Valleyfair,Operating,Arrow Dynamics,122,1980,44.7996,-93.4563,Steel,1980-01-01,50.0,,3,3.5
Judge Roy Scream,"2,670 ft (810 m)",45 mph (72 km/h),Six Flags Over Texas,Operating,William Cobb & Associates,107,1980,32.7554,-97.0673,Wood,1980-03-01,45.0,,0,4.0
Orient Express (roller coaster),"3,470 ft (1,060 m)",50 mph (80 km/h),Worlds of Fun,Removed,Arrow Dynamics,122,1980,39.1761,-94.4883,Steel,1980-04-04,50.0,,4,3.5
Scorpion (roller coaster),"1,817.6 ft (554.0 m)",41 mph (66 km/h),Busch Gardens Tampa Bay,Operating,Anton Schwarzkopf,107,1980,28.0375,-82.4233,Steel,1980-05-16,41.0,,1,3.5
Shuttle Loop (Nagashima Spa Land),,57 mph (92 km/h),Nagashima Spa Land,Operating,Anton Schwarzkopf,0,1980,35.0303,136.7308,Steel,1980-01-01,57.0,,2,
The Beastie (Kings Island),"1,350 ft (410 m)",35 mph (56 km/h),Kings Island,Operating,Philadelphia Toboggan Coasters,102,1980,39.3432,-84.2693,Wood,1972-01-01,35.0,,0,
American Eagle (roller coaster),"4,650 ft (1,417.3 m)",66 mph (106.2 km/h),Other,Operating,Intamin,122,1981,42.3646,-87.9336,Wood,1981-05-23,66.0,,0,
The Bat (Kings Island; opened 1981),"2,456 ft (749 m)",34 mph (55 km/h),Kings Island,Removed,Arrow Development,0,1981,39.3408,-84.2646,Steel,1981-04-26,34.0,,0,
Colossus (Playcenter São Paulo),"2,200 ft (670 m)",52 mph (84 km/h),Other,,Anton Schwarzkopf,122,1981,,,Steel,,52.0,,2,
Dragon Fyre,"658.5 m (2,160 ft)",80 km/h (50 mph),Canada's Wonderland,Operating,Arrow Dynamics,122,1981,43.8445,-79.5407,Steel,1981-01-01,49.7,78.1,4,
Ghoster Coaster (Canada's Wonderland),"413.3 m (1,356 ft)",56 km/h (35 mph),Canada's Wonderland,Operating,Taft Broadcasting,102,1981,43.8438,-79.546,Wood,1981-05-23,34.8,41.0,0,
Hoot N Holler,197.5 ft (60.2 m),16.2 mph (26.1 km/h),Six Flags Darien Lake,Operating,Zierer,0,1981,42.9272,-78.3823,Steel,1981-01-01,16.2,,0,
Mighty Canadian Minebuster,"1,166.8 m (3,828 ft)",89.9 km/h (55.9 mph),Canada's Wonderland,Operating,Canada's Wonderland,122,1981,43.8392,-79.5419,Wood,1981-01-01,55.9,89.9,0,
Python (Efteling),"750 m (2,460 ft)",75 km/h (47 mph),Efteling,Operating,Vekoma,120,1981,51.6469,5.0536,Steel,1981-04-12,46.6,95.1,4,3.5
Super Manège,"731.52 m (2,400.0 ft)",64 km/h (40 mph),La Ronde,Removed,Vekoma,132,1981,45.5238,-73.5325,Steel,1981-01-01,39.8,75.5,2,
Thunder Run (Canada's Wonderland),"330 m (1,080 ft)",64 km/h (40 mph),Canada's Wonderland,Operating,Mack Rides,102,1981,43.8427,-79.5423,Steel,1981-05-23,39.8,32.8,0,
Wilde Beast,"960 m (3,150 ft)",90 km/h (56 mph),Canada's Wonderland,Operating,Taft Broadcasting Company,122,1981,43.8441,-79.5432,Wood,1981-01-01,55.9,82.0,0,
Grizzly (Kings Dominion),"3,150 ft (960 m)",51 mph (82 km/h),Kings Dominion,Operating,Taft Broadcasting Company,122,1982,37.8375,-77.4471,Wood,1982-03-27,51.0,,0,
Looping Star (Nagashima Spa Land),"1,942.3 ft (592.0 m)",40 mph (64 km/h),Nagashima Spa Land,Operating,Anton Schwarzkopf,122,1982,35.0306,136.7323,Steel,1982-01-01,40.0,,1,
Sea Viper (roller coaster),"600 m (2,000 ft)",70 km/h (43 mph),Sea World,Removed,Arrow Dynamics,130,1982,-27.9569,153.4265,Steel,1982-09-17,43.5,91.9,3,
Thrillseeker (roller coaster),"1,000 m (3,300 ft)",65 km/h (40 mph),Sea World,Removed,S.D.C.,0,1982,-27.9567,153.425,Steel,1982-01-01,40.4,45.9,0,
Thunderbolt (Dreamworld),"1,207 m (3,960 ft)",87 km/h (54 mph),Dreamworld,Removed,Sanoyas Hishino Meisho,120,1982,-27.8651,153.3165,Steel,1982-04-01,54.1,101.7,2,
Viper (Six Flags Darien Lake),"3,100 ft (940 m)",50 mph (80 km/h),Six Flags Darien Lake,Operating,Arrow Dynamics,122,1982,42.9283,-78.3817,Steel,1982-05-29,50.0,,5,
Vortex (Calaway Park),,,Calaway Park,Operating,Arrow Dynamics,122,1982,51.0875,-114.3594,Steel,1982-01-01,,,2,
Alpen Blitz (Parque de la Ciudad),,,"Argentina, Villa Soldati, Buenos Aires",,,0,1983,,,Other,,,,0,
Beastie (Alton Towers),436 ft (133 m),17 mph (27 km/h),Alton Towers,Removed,Pinfari,0,1983,52.9893,-1.8945,Steel,1983-01-01,17.0,,0,
Black Hole (roller coaster),"1,919.25 ft (584.99 m)",32 mph (51 km/h),Alton Towers,Removed,Anton Schwarzkopf,107,1983,52.9873,-1.8953,Steel,1983-01-01,32.0,,0,2.9
Colossus the Fire Dragon,"2,850 ft (870 m)",55 mph (89 km/h),Lagoon Amusement Park,Operating,Anton Schwarzkopf,117,1983,40.9836,-111.8951,Steel,1983-01-01,55.0,,2,4.9
Cyclone (Six Flags New England),"3,320 ft (1,010 m)",55 mph (89 km/h),Six Flags New England,Operating,Rocky Mountain Construction,122,1983,42.0403,-72.6156,Steel,2015-05-24,55.0,,3,
Dragon Mountain,"5,500 ft (1,700 m)",50 mph (80 km/h),Marineland of Canada,Operating,Arrow Huss,122,1983,43.0613,-79.0804,Steel,1983-07-16,50.0,,4,
Flitzer,,,Morey's Piers,Removed,Zierer,0,1983,38.9893,-74.8033,Steel,1983-01-01,,,0,
Moonsault Scramble,"1,509.2 ft (460.0 m)",55.9 mph (90.0 km/h),Fuji-Q Highland,Removed,Meisho Amusement Machines,0,1983,35.487,138.78,Steel,1983-06-24,55.9,,2,6.5
Sky Screamer (Six Flags AstroWorld),,,Six Flags AstroWorld,,Intamin,0,1983,29.675,-95.407,Other,1983-01-01,,,0,4.5
Space Mountain (Tokyo Disneyland),"3,450 ft (1,051.6 m)",30 mph (48.3 km/h),Other,Operating,,102,1983,,,Steel,1983-04-15,30.0,,0,
Timberline Twister,,,"8039 Beach BoulevardBuena Park, California 90620, U.S.",,,0,1983,33.8442,-118.0003,Other,,,,0,
Alpenexpress Enzian,264 m (866 ft),45 km/h (28 mph),Europa-Park,Operating,Mack Rides,100,1984,,,Steel,1984-01-01,28.0,19.7,0,
Alpine Bobsled,"1,490 ft (450 m)",35 mph (56 km/h),Other,,Intamin,107,1984,,,Steel,,35.0,,0,
Astro Storm,"1,490 ft (450 m)",37 mph (60 km/h),Other,,Zierer,122,1984,,,Steel,,37.0,,0,2.6
Big Bad Wolf (roller coaster),"2,800 ft (850 m)",48 mph (77 km/h),Busch Gardens Williamsburg,Removed,Arrow Dynamics,107,1984,37.2335,-76.6449,Steel,1984-06-15,48.0,,0,4.0
Boomerang (roller coaster),285 m (935 ft),47 mph (76 km/h),Other,In Production,Vekoma,0,1984,,,Other,,47.0,116.5,6,
Flying Fish (roller coaster),767 ft (234 m),16.8 mph (27.0 km/h),Thorpe Park,Operating,Mack Rides,0,1984,51.4052,-0.5139,Steel,1984-01-01,16.8,,0,2.1
King Cobra (roller coaster),"2,219 ft (676 m)",50 mph (80 km/h),Kings Island,Removed,TOGO,0,1984,39.345,-84.2659,Steel,1984-04-22,50.0,,1,
Sea Serpent (Morey's Piers),935 ft (285 m),47 mph (76 km/h),Morey's Piers,Operating,Vekoma,122,1984,38.9858,-74.8097,Steel,1984-01-01,47.0,,3,5.2
Steamin' Demon,"1,565 ft (477 m)",45 mph (72 km/h),Great Escape,Operating,Arrow Dynamics,122,1984,43.3513,-73.6927,Steel,1984-05-26,45.0,,3,
Tig'rr Coaster,"1,765 ft (538 m)",31.1 mph (50.1 km/h),Indiana Beach,Operating,Anton Schwarzkopf,137,1984,40.7903,-86.7706,Steel,1984-01-01,31.1,,0,
Ultra Twister (Nagashima Spa Land),,,Nagashima Spa Land,Operating,TOGO,122,1984,35.0285,136.7326,Steel,1989-01-01,,,3,
La Vibora,"1,490 ft (450 m)",32 mph (51 km/h),Other,,Intamin,107,1984,,,Steel,,32.0,,0,
XLR-8,"3,000 ft (910 m)",34.1 mph (54.9 km/h),Six Flags AstroWorld,Removed,Arrow Dynamics,107,1984,29.6748,-95.4056,Steel,1984-05-12,34.1,,0,
The Bush Beast,"975.3 m (3,200 ft)",90 km/h (56 mph),Wonderland Sydney,Removed,Taft Broadcasting,0,1985,-33.8008,150.8512,Wood,1985-12-07,55.9,90.2,0,
Disaster Transport,"1,932 ft (589 m)",40 mph (64 km/h),Cedar Point,Removed,Intamin,117,1985,41.4811,-82.6794,Steel,1985-01-01,40.0,,0,2.7
Flashback (Six Flags Magic Mountain),"1,900 ft (580 m)",35 mph (56 km/h),Other,,Intamin,122,1985,,,Steel,,35.0,,0,3.0
Freestyle (roller coaster),"390.99 m (1,282.8 ft)",82 km/h (51 mph),Other,,TOGO,140,1985,,,Steel,,51.0,87.9,1,
Kikkerachtbaan,"360 m (1,180 ft)",36 km/h (22 mph),Duinrell,Operating,Zierer,120,1985,52.1466,4.379,Steel,1985-01-01,22.4,26.2,0,
Klondike Gold Mine (roller coaster),,,Other,,Pinfari,0,1985,,,Steel,,,,1,
Shaman (roller coaster),"2,296.7 ft (700.0 m)",43.5 mph (70.0 km/h),Gardaland,Operating,Vekoma,120,1985,45.4567,10.7072,Steel,1985-01-01,43.5,,4,
Mindbender (Galaxyland),"1,279.5 m (4,198 ft)",96.5 km/h (60.0 mph),Galaxyland,closed for maintenance as of july 30 no reopening date known,Anton Schwarzkopf,150,1985,53.5236,-113.6203,Steel,1985-12-20,60.0,145.0,3,5.2
Le Monstre,"3,996.1 ft (1,218.0 m)",59.7 mph (96.1 km/h),Other,Operating,Martin & Vleminckx,132,1985,45.525,-73.5333,Wood,1985-07-20,59.7,,0,
Phoenix (roller coaster),"3,200 ft (980 m)",45 mph (72 km/h),Knoebels Amusement Resort,Operating,Philadelphia Toboggan Coasters,107,1985,40.8783,-76.5064,Wood,1985-06-15,45.0,,0,
Steel First,,,Other,,Allan Herschell Company,0,1985,,,Steel,1985-01-01,,,0,
Swiss Bob,"1,778.22 ft (542.00 m)",37.28 mph (60.00 km/h),Efteling,Removed,Intamin,120,1985,51.648,5.0474,Steel,1985-04-04,37.3,,0,
Texas Tornado (roller coaster),"2,050 ft (620 m)",,Wonderland Park (Texas),Operating,Hopkins Rides,127,1985,35.2437,-101.8321,Steel,1985-01-01,,,2,
The Beastie (Wonderland Sydney),,,"Eastern Creek, New South Wales, New South Wales, Australia",,,0,1985,-33.8012,150.8475,Other,,,,0,
Wild Mouse (Idlewild),"1,640 ft (500 m)",30 mph (48 km/h),Idlewild and Soak Zone,Operating,Vekoma,122,1985,40.2598,-79.2799,Steel,1985-01-01,30.0,,0,
Eureka Mountain Mine Ride,300 m (980 ft),48 km/h (30 mph),Dreamworld,Removed,HyFab,0,1986,-27.8626,153.3158,Steel,1986-12-11,29.8,39.4,0,
The Grizzly,"3,250 ft (990 m)",55 mph (89 km/h),California's Great America,Operating,Kings Island,122,1986,37.393,-121.9714,Wood,1986-01-01,55.0,,0,
Shockwave (Kings Dominion),"2,231 ft (680 m)",50 mph (80 km/h),Kings Dominion,Removed,TOGO,0,1986,37.8386,-77.4447,Steel,1986-03-23,50.0,,1,
Silver Bullet (Frontier City),"1,942 ft (592 m)",47.8 mph (76.9 km/h),Other,,Anton Schwarzkopf,107,1986,,,Steel,,47.8,,1,
Ultra Twister (Six Flags),"1,421 ft (433 m)",44 mph (71 km/h),Other,,TOGO,122,1986,,,Steel,,44.0,,3,
The Bat (Canada's Wonderland),,,Other,,,0,1987,43.8442,-79.5414,Other,,,,0,
Big Thunder Mountain Railroad (Tokyo Disneyland),,35 mph (56 km/h),Other,,"Arrow Development (California and Florida)Dynamic Structures (2014 California rebuild)Vekoma (Paris, Tokyo)",102,1987,,,Steel,,35.0,,0,
Canobie Corkscrew,,45 mph (72 km/h),Canobie Lake Park,Removed,Arrow Development,122,1987,42.7935,-71.2499,Steel,1975-01-01,45.0,,2,
Dreamcatcher (roller coaster),"600 m (2,000 ft)",,Bobbejaanland,Operating,Vekoma,120,1987,51.1993,4.909,Steel,1987-01-01,,82.0,0,
Iron Dragon (roller coaster),"2,800 ft (850 m)",40 mph (64 km/h),Cedar Point,Operating,Arrow Dynamics,122,1987,41.4822,-82.6852,Steel,1987-06-11,40.0,,0,
Knightmare (Camelot),,40 mph (64 km/h),Other,Removed,Zierer,130,1987,,,Other,,40.0,,0,5.0
Lisebergbanan,"1,548 m (5,079 ft)",80 km/h (50 mph),Liseberg,Operating,Zierer,0,1987,57.695,11.9925,Steel,1987-04-18,49.7,147.6,0,3.0
Raptor Attack,"1,837 ft (560 m)",40 mph (64 km/h),Lightwater Valley,Closed in 2021,Anton Schwarzkopf,120,1987,54.1739,-1.5687,Steel,1987-04-02,40.0,,0,
Runaway Train (roller coaster),259 m (850 ft),22.4 mph (36.0 km/h),Chessington World of Adventures,Operating,Mack Rides,0,1987,51.3494,-0.318,Steel,1987-06-07,22.4,15.4,0,
Scorpion Express,259 m (850 ft),22.4 mph (36.0 km/h),Chessington World of Adventures,Operating,Mack Rides,0,1987,51.3494,-0.318,Steel,1987-06-07,22.4,15.4,0,
Skyliner (roller coaster),"2,400 ft (730 m)",40 mph (64 km/h),Other,,Philadelphia Toboggan Coasters,0,1987,,,Wood,,40.0,,0,
Vortex (Kings Island),"3,800 ft (1,200 m)",55 mph (89 km/h),Kings Island,Removed,Arrow Dynamics,122,1987,39.3407,-84.2642,Steel,1987-04-11,55.0,,6,3.9
Woodstock's Express (California's Great America),"1,300 ft (400 m)",,Other,,Intamin,107,1987,40.5793,-75.5326,Steel,,,,0,
Avalanche (Blackpool Pleasure Beach),"1,161 ft (354 m)",45 mph (72 km/h),Blackpool Pleasure Beach,Operating,Mack Rides,112,1988,53.7901,-3.0559,Steel,1988-06-22,45.0,,0,
Avalanche (Kings Dominion),"3,200 ft (980 m)",41 mph (66 km/h),Kings Dominion,Closed,Mack Rides,102,1988,37.8401,-77.4407,Steel,1988-03-26,41.0,,0,3.4
Bandit (Yomiuriland),"5,118 ft (1,560 m)",68.3 mph (109.9 km/h),Yomiuriland,Operating,TOGO,120,1988,35.6255,139.5181,Steel,1988-03-01,68.3,,0,
Beast (Alton Towers),,,"Alton, Staffordshire, England",,,0,1988,52.9875,-1.8908,Other,,,,0,
Boomerang (Six Flags México),935 ft (285 m),47 mph (76 km/h),Other,,Vekoma,122,1988,19.2934,-99.2078,Steel,,47.0,,3,5.2
Cobra (La Ronde),"2,575 ft (785 m)",48 mph (77 km/h),Other,,Intamin,137,1988,,,Steel,,48.0,,1,
Crazy Bats,"3,851.7 ft (1,174.0 m)",28.9 mph (46.5 km/h),Phantasialand,Operating,Vekoma,0,1988,50.801,6.878,Steel,1988-04-01,28.9,,0,
Jetline,"2,624.8 ft (800.0 m)",55.9 mph (90.0 km/h),Gröna Lund,Operating,Anton Schwarzkopf,0,1988,59.3231,18.0956,Steel,1988-01-01,55.9,,0,4.5
Ninja (Six Flags Magic Mountain),"2,700 ft (820 m)",55 mph (89 km/h),Six Flags Magic Mountain,Operating,Arrow Dynamics,107,1988,34.4222,-118.5983,Steel,1988-05-21,55.0,,0,2.9
Raging Wolf Bobs,"3,426 ft (1,044 m)",50 mph (80 km/h),Geauga Lake,Removed,Dinn Corporation,122,1988,41.3525,-81.3722,Wood,1988-05-28,50.0,,0,
Shockwave (Six Flags Great America),"3,900 ft (1,200 m)",65 mph (105 km/h),Six Flags Great America,Removed,Arrow Dynamics,137,1988,42.3712,-87.9343,Steel,1988-06-03,65.0,,7,
Thunderbolt Express,635 ft (194 m),45 mph (72 km/h),Other,,Arrow Dynamics,0,1988,,,Steel,,45.0,,1,4.0
Wipeout (roller coaster),935 ft (285 m),50 mph (80 km/h),Pleasurewood Hills,Operating,Vekoma,130,1988,52.5075,1.7434,Steel,2007-01-01,50.0,,6,
Wolverine Wildcat,"3,000 ft (910 m)",55 mph (89 km/h),Michigan's Adventure,Operating,Dinn Corporation,122,1988,43.3436,-86.2775,Wood,1988-05-18,55.0,,0,
Anaconda (Walygator Parc),"3,937 ft (1,200 m)",,Walygator Parc,Operating,William Cobb,0,1989,,,Other,1989-01-01,,,0,
Eurosat - CanCan Coaster,"900 m (3,000 ft)",60 km/h (37 mph),Europa-Park,Operating,Mack Rides,120,1989,,,Steel,1989-01-01,37.3,83.7,0,4.0
Excalibur (Valleyfair),"2,415 ft (736 m)",54.5 mph (87.7 km/h),Valleyfair,Operating,Arrow Dynamics,122,1989,44.7995,-93.462,Steel,1989-01-01,54.5,,0,3.6
Flashback (Six Flags Over Texas),935 ft (285 m),47 mph (76 km/h),Other,,Vekoma,122,1989,,,Steel,,47.0,,3,5.2
Goudurix,"950 m (3,120 ft)",90 km/h (56 mph),Parc Astérix,Operating,Vekoma,140,1989,49.1314,2.5714,Steel,1989-01-01,55.9,118.1,7,3.9
Great American Scream Machine (Six Flags Great Adventure),"3,800 ft (1,200 m)",68 mph (109 km/h),Six Flags Great Adventure,Removed,Arrow Dynamics,137,1989,40.1391,-74.4381,Steel,1989-04-15,68.0,,7,3.8
Hercules (roller coaster),"4,000 ft (1,200 m)",65 mph (105 km/h),Dorney Park & Wildwater Kingdom,Removed,Dinn Corporation,122,1989,40.5811,-75.5322,Wood,1989-05-06,65.0,,0,
Magnum XL-200,"5,106 ft (1,556 m)",72 mph (116 km/h),Cedar Point,Operating,Arrow Dynamics,122,1989,41.4853,-82.6861,Steel,1989-05-06,72.0,,0,
Ninja (Six Flags St. Louis),"2,430 ft (740 m)",54.7 mph (88.0 km/h),Other,,Vekoma,122,1989,38.5149,-90.6739,Steel,,54.7,,4,
Olympia Looping,"4,101 ft (1,250 m)",52 mph (84 km/h),Oktoberfest,Operating,BHS,130,1989,48.131,11.549,Steel,1989-09-17,52.0,,5,5.2
Timber Wolf (roller coaster),"4,260 ft (1,300 m)",53 mph (85 km/h),Worlds of Fun,Operating,Dinn Corporation,122,1989,39.1728,-94.4892,Wood,1989-04-01,53.0,,0,
Vekoma Illusion,"765 m (2,510 ft)",50 km/h (31 mph),Bobbejaanland,Operating,Vekoma,100,1989,51.1993,4.909,Steel,1989-06-15,31.1,91.9,0,
Viper (Six Flags AstroWorld),"1,942 ft (592 m)",47.8 mph (76.9 km/h),Other,,Anton Schwarzkopf,107,1989,,,Steel,,47.8,,1,
Corkscrew (Silverwood),"1,250 ft (380 m)",46 mph (74 km/h),Other,,Arrow Development,122,1990,,,Steel,,46.0,,2,
Dragon (Adventureland),"2,620 ft (800 m)",55 mph (89 km/h),Adventureland (Iowa),Removed,Hopkins Rides,107,1990,41.6504,-93.5014,Steel,1990-05-12,55.0,,2,4.5
Flashback (Six Flags New England),935 ft (285 m),47 mph (76 km/h),Other,,Vekoma,122,1990,,,Steel,,47.0,,3,5.2
Iron Wolf (roller coaster),"2,900 ft (880 m)",55 mph (89 km/h),Other,,Bolliger & Mabillard,137,1990,,,Steel,,55.0,,2,
Pikajuna,293.0 m (961.3 ft),37 km/h (23 mph),Linnanmäki,Operating,Mack Rides,0,1990,60.1875,24.9381,Steel,1990-01-01,23.0,23.0,0,
Predator (roller coaster),"3,400 ft (1,000 m)",50 mph (80 km/h),Six Flags Darien Lake,Operating,Dinn Corporation,122,1990,42.9292,-78.3861,Wood,1990-05-25,50.0,,0,
Texas Giant,"4,200 ft (1,300 m)",65 mph (105 km/h),Six Flags Over Texas,Operating,Rocky Mountain Construction,122,1990,32.7564,-97.0731,Steel,2011-04-22,65.0,,0,4.2
Thunder Looper,,,Other,Discontinued,Anton Schwarzkopf,0,1990,,,Other,,,,2,
Thunder Run (Kentucky Kingdom),"2,850 ft (870 m)",53 mph (85 km/h),Kentucky Kingdom,Operating,Dinn Corporation,122,1990,38.1956,-85.7475,Wood,1990-08-01,53.0,,0,
Tigre de Sibérie,"1,181.1 ft (360.0 m)",24.9 mph (40.1 km/h),Le Pal,Operating,Reverchon Industries,0,1990,,,Steel,1990-01-01,24.9,,0,
Twisted Cyclone,"2,400 ft (730 m)",50 mph (80 km/h),Six Flags Over Georgia,Operating,Rocky Mountain Construction,122,1990,33.7703,-84.5522,Steel,2018-05-25,50.0,,3,
Vampire (roller coaster),"2,200 ft (670 m)",45 mph (72 km/h),Chessington World of Adventures,Operating,Arrow Dynamics,110,1990,51.3473,-0.3156,Steel,1990-04-11,45.0,,0,4.0
Viper (Six Flags Magic Mountain),"3,830 ft (1,170 m)",70 mph (110 km/h),Six Flags Magic Mountain,Operating,Arrow Dynamics,137,1990,34.4208,-118.5953,Steel,1990-04-07,70.0,,7,4.1
Adventure Express,"2,963 ft (903 m)",35 mph (56 km/h),Kings Island,Operating,Arrow Dynamics,122,1991,39.3445,-84.2648,Steel,1991-04-13,35.0,,0,3.8
Afterburner (Fun Spot),635 ft (194 m),45 mph (72 km/h),Fun Spot Amusement Park & Zoo,Removed,Arrow Development,122,1991,41.6769,-85.0312,Steel,1991-01-01,45.0,,2,4.0
Anaconda (roller coaster),"2,700 ft (820 m)",50 mph (80 km/h),Kings Dominion,Operating,Arrow Dynamics,122,1991,37.8392,-77.4402,Steel,1991-03-23,50.0,,4,5.1
Pegasus (Efteling),"1,615 ft (492 m)",34.2 mph (55.0 km/h),Efteling,Removed,Dinn Corporation,0,1991,51.6469,5.0519,Wood,1991-07-01,34.2,,0,3.5
Psyclone (roller coaster),"2,970 ft (910 m)",50 mph (80 km/h),Six Flags Magic Mountain,Removed,Dinn Corporation,122,1991,34.421,-118.6003,Wood,1991-03-23,50.0,,0,3.0
Sidewinder (Hersheypark),935 ft (285 m),47 mph (76 km/h),Hersheypark,Operating,Vekoma,122,1991,40.2899,-76.6538,Steel,1991-05-11,47.0,,6,5.2
Steel Phantom,"3,200 ft (980 m)",85 mph (137 km/h),Kennywood,Operating,D. H. Morgan Manufacturing,122,1991,40.389,-79.866,Steel,1991-05-10,85.0,,0,3.5
Toboggan (Lakemont Park),450 ft (140 m),,Lakemont Park,Removed,Chance Rides,0,1991,40.4712,-78.3961,Steel,1991-01-01,,,0,
Turbo Mountain,"420 m (1,380 ft)",57 km/h (35 mph),Adventure World,Removed,Anton Schwarzkopf,0,1991,-32.0948,115.8164,Steel,1991-01-01,35.4,39.4,0,
The Ultimate (roller coaster),"7,442 ft (2,268 m)",50 mph (80 km/h),Lightwater Valley,Closed,British Rail Engineering Limited,130,1991,54.1739,-1.5687,Steel,1991-07-17,50.0,,0,
Vortex (Canada's Wonderland),"719.5 m (2,361 ft)",55 mph (89 km/h),Canada's Wonderland,Operating,Arrow Dynamics,122,1991,43.8419,-79.5435,Steel,1991-05-12,55.0,91.2,0,
Vortex (Great America),"1,920 ft (590 m)",45 mph (72 km/h),California's Great America,Operating,Bolliger & Mabillard,137,1991,37.3967,-121.9732,Steel,1991-03-09,45.0,,2,
Wildcat (Frontier City),"2,653 ft (809 m)",46 mph (74 km/h),Other,,National Amusement Devices,107,1991,,,Wood,,46.0,,0,
Batman: The Ride,"2,693 or 2,700 ft (821 or 823 m)",50 mph (80 km/h),Other,,Bolliger & Mabillard,137,1992,,,Steel,,50.0,,5,4.0
Blue Hawk (roller coaster),"2,742 ft (836 m)",52 mph (84 km/h),Other,,Vekoma,122,1992,,,Steel,,52.0,,5,4.0
Cosmic Coaster (Valleyfair),215 ft (66 m),15 mph (24 km/h),Other,,Zamperla,0,1992,,,Steel,,15.0,,0,
Desert Storm (roller coaster),,,Castles N' Coasters,Operating,Hopkins Rides,107,1992,33.5718,-112.1188,Steel,1992-01-01,,,2,
Drachen Fire,"3,550 ft (1,080 m)",60 mph (97 km/h),Busch Gardens Williamsburg,Removed,Arrow Dynamics,122,1992,37.2306,-76.6444,Steel,1992-04-04,60.0,,5,
Dragon Coaster (Dorney Park),215 ft (66 m),15 mph (24 km/h),Other,,Zamperla,0,1992,,,Steel,,15.0,,0,
Eagle Fortress,"3,200 ft (980 m)",40 mph (64 km/h),Everland,Removed,Arrow Dynamics,0,1992,,,Steel,1992-09-08,40.0,,0,
The Great Pumpkin Coaster,,,"Mason, Ohio, United States",Operating,,0,1992,39.3448,-84.2686,Other,,,,0,
Jupiter (roller coaster),"1,600 m (5,200 ft)",91 km/h (57 mph),Kijima Kogen,Operating,Intamin,120,1992,33.2617,131.4281,Wood,1992-01-01,56.5,137.8,0,
Kingdom Coaster,"2,200 ft (670 m)",40 mph (64 km/h),Dutch Wonderland,Operating,Custom Coasters International,117,1992,40.0295,-76.2173,Wood,1992-05-16,40.0,,0,
Pepsi Orange Streak,"2,680 ft (820 m)",40 mph (64 km/h),Nickelodeon Universe,Operating,Zierer,0,1992,,,Steel,1992-08-11,40.0,,0,
Pipeline Express,"1,200 ft (370 m)",15 mph (24 km/h),Boardwalk Fun Park,Removed,"Bailey Rides, Inc.",0,1992,32.761,-96.997,Steel,1992-07-23,15.0,,0,
The Rattler (roller coaster),"3,266 ft (995 m)",70 mph (110 km/h),Six Flags Fiesta Texas,Operating,Rocky Mountain Construction,122,1992,,,Steel,2013-05-25,70.0,,1,
Runaway Mine Train (Alton Towers),"1,000 ft (300 m)",22.4 mph (36.0 km/h),Alton Towers,Operating,Mack Rides,0,1992,52.9897,-1.8856,Steel,1992-03-21,22.4,,0,2.4
Sierra Tonante,"3,280.8 ft (1,000.0 m)",62.1 mph (99.9 km/h),Mirabilandia,Removed,S.D.C.,0,1992,44.3361,12.2619,Wood,1992-01-01,62.1,,0,4.0
Streamliner Coaster,278.8 ft (85.0 m),,Six Flags Fiesta Texas,Operating,Vekoma,0,1992,29.5965,-98.6099,Steel,1992-03-14,,,0,
Vortex (Carowinds),"2,040 ft (620 m)",50 mph (80 km/h),Carowinds,Operating,Bolliger & Mabillard,137,1992,35.1036,-80.9416,Steel,1992-03-14,50.0,,2,
Batman The Escape,"2,300 ft (700 m)",55 mph (89 km/h),Other,,Intamin,137,1993,,,Steel,,55.0,,1,3.4
Bocaraca,"1,148.3 ft (350.0 m)",37.3 mph (60.0 km/h),Other,,Vekoma,122,1993,,,Steel,,37.3,,2,
Canyon Blaster (Adventuredome),"2,423 ft (739 m)",41 mph (66 km/h),Adventuredome,Operating,Arrow Dynamics,122,1993,36.1381,-115.1664,Steel,1993-08-23,41.0,,4,3.5
Cosmic Coaster (Worlds of Fun),444 ft (135 m),,Worlds of Fun,Operating,Preston & Barbieri,0,1993,39.1723,-94.4889,Steel,1993-04-03,,,0,
Flight Deck (California's Great America),"2,260 ft (690 m)",50 mph (80 km/h),California's Great America,Operating,Bolliger & Mabillard,137,1993,37.3981,-121.9718,Steel,1993-03-20,50.0,,3,4.5
Gadget's Go Coaster,679.2 ft (207.0 m),21.7 mph (34.9 km/h),Other,,Vekoma,0,1993,,,Steel,,21.7,,0,
Hundeprutterutchebane,128 m (420 ft),30 km/h (19 mph),BonBon-Land,Operating,Zierer,0,1993,55.2599,11.8639,Steel,1993-01-01,18.6,14.8,0,
Indiana Jones et le Temple du Péril,"600 m (2,000 ft)",36 mph (58 km/h),Disneyland Park (Paris),Operating,Intamin,140,1993,,,Steel,1993-07-30,36.0,,1,
